name,position,age,Teams,GP,GS,MP,FG PP,FGA PP,FG %,FG3 PP,FG3A PP,FG3 %,FG2 PP,FG2A PP,FG2 %,FT PP,FTA PP,FT %,ORB PP,DRB PP,TRB PP,APP,SPP,BPP,TO PP,Fouls PP,PPP,Off. Ra
Erick Strickland,SG,23,Erick Strickland,28,15,759,7.2,18.2,.398,2.0,6.5,.304,5.3,11.6,.451,4.6,5.7,.813,1.5,4.9,6.4,4.8,1.9,0.4,4.7,5.3,21.1,96
Mark Strickland,PF,26,Mark Strickland,31,0,153,8.9,21.3,.417,0.0,0.4,.000,8.9,21.0,.424,4.3,7.5,.571,5.7,7.5,13.2,0.4,1.4,3.6,5.3,6.0,22.0,85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rod Strickland,PG,30,Rod Strickland,82,81,2997,8.9,19.2,.466,0.2,1.3,.169,8.7,17.8,.488,6.4,8.6,.738,1.6,4.2,5.8,12.6,2.5,0.2,4.7,2.9,24.5,110
Derek Strong,PF,28,Derek Strong,82,21,2004,7.1,15.9,.447,0.0,0.4,.000,7.1,15.5,.457,4.7,5.9,.803,4.7,9.4,14.1,2.0,1.3,0.5,2.8,5.3,19.0,106
Bob Sura,SG,23,Bob Sura,82,23,2269,6.5,15.0,.431,1.4,4.2,.323,5.1,10.8,.473,5.0,8.1,.614,1.9,5.9,7.9,10.0,2.3,0.8,4.6,5.6,19.3,103
Brett Szabo,C,28,Brett Szabo,70,24,662,4.1,9.2,.446,0.0,0.1,.000,4.1,9.1,.450,3.4,4.6,.738,4.2,8.3,12.5,1.3,1.2,2.4,3.1,9.0,11.6,98
Žan Tabak,C,26,Žan Tabak,13,4,218,7.8,17.3,.451,0.0,0.0,,7.8,17.3,.451,4.9,7.0,.690,4.9,7.0,11.9,3.4,1.5,2.7,5.1,8.5,20.4,96
Carl Thomas,SG,27,Carl Thomas,19,0,77,6.8,18.0,.375,1.5,9.0,.167,5.3,9.0,.583,0.8,0.8,1.000,2.3,7.5,9.8,6.0,1.5,0.8,4.5,5.3,15.8,86
Kurt Thomas,PF,24,Kurt Thomas,18,9,374,5.7,15.3,.371,0.0,0.1,.000,5.7,15.1,.375,5.1,6.7,.761,4.5,11.1,15.6,1.3,1.7,1.3,3.6,9.7,16.4,92
Brooks Thompson,PG,26,Brooks Thompson,67,6,1055,8.0,20.0,.399,4.8,12.0,.398,3.2,8.0,.401,1.2,1.9,.632,0.9,3.8,4.7,8.9,2.7,0.1,4.3,6.2,21.9,103
Brooks Thompson,PG,26,Brooks Thompson,2,0,8,0.0,6.7,.000,0.0,0.0,,0.0,6.7,.000,0.0,0.0,,0.0,0.0,0.0,6.7,0.0,0.0,6.7,6.7,0.0,27
Brooks Thompson,PG,26,Brooks Thompson,65,6,1047,8.0,20.1,.400,4.8,12.1,.398,3.2,8.0,.404,1.2,1.9,.632,0.9,3.9,4.8,8.9,2.7,0.1,4.3,6.2,22.1,103
LaSalle Thompson,C,35,LaSalle Thompson,26,0,140,1.1,7.1,.158,0.0,0.0,,1.1,7.1,.158,1.5,2.2,.667,2.6,10.1,12.7,0.7,1.1,2.2,3.4,12.4,3.7,51
LaSalle Thompson,C,35,LaSalle Thompson,17,0,105,1.5,7.9,.188,0.0,0.0,,1.5,7.9,.188,0.5,1.0,.500,2.5,10.4,12.9,0.0,1.5,3.0,3.5,12.9,3.5,44
LaSalle Thompson,C,35,LaSalle Thompson,9,0,35,0.0,4.6,.000,0.0,0.0,,0.0,4.6,.000,4.6,6.2,.750,3.1,9.2,12.3,3.1,0.0,0.0,3.1,10.8,4.6,76
Otis Thorpe,C,34,Otis Thorpe,79,79,2661,8.9,16.8,.532,0.0,0.0,.000,8.9,16.8,.534,4.2,6.5,.653,4.8,8.5,13.3,2.8,1.3,0.4,3.1,6.4,22.1,112
Sedale Threatt,SG,35,Sedale Threatt,21,0,334,4.4,11.6,.378,1.3,3.1,.400,3.1,8.5,.370,0.9,1.3,.750,0.8,3.0,3.8,6.3,2.4,0.5,2.0,4.5,11.0,100
Wayman Tisdale,PF,32,Wayman Tisdale,53,15,778,10.5,24.6,.426,0.0,0.0,,10.5,24.6,.426,2.0,3.2,.625,2.3,5.6,7.9,1.3,0.5,1.4,2.4,7.3,22.9,89
Keith Tower,C,26,Keith Tower,5,1,72,2.2,6.0,.375,0.0,0.0,,2.2,6.0,.375,0.7,6.0,.125,1.5,5.2,6.7,0.7,1.5,0.7,1.5,8.9,5.2,64
Gary Trent,PF,22,Gary Trent,82,28,1918,9.9,18.5,.536,0.0,0.3,.000,9.9,18.2,.544,4.4,6.3,.699,4.3,7.5,11.8,2.4,1.3,1.0,3.6,5.1,24.3,110
Nick Van Exel,PG,25,Nick Van Exel,79,79,2937,7.7,19.3,.402,3.2,8.4,.378,4.6,10.9,.420,3.0,3.6,.825,0.8,3.3,4.1,12.1,1.3,0.2,3.8,2.0,21.6,111
David Vaughn,PF,23,David Vaughn,35,6,298,5.7,13.1,.431,0.0,0.0,,5.7,13.1,.431,3.5,5.5,.633,6.4,10.9,17.3,1.3,1.5,2.7,5.3,7.8,14.8,87
Loy Vaught,PF,28,Loy Vaught,82,82,2838,10.0,20.1,.500,0.0,0.2,.167,10.0,19.9,.504,2.5,3.5,.702,4.1,11.0,15.1,2.0,1.6,0.5,2.5,4.5,22.6,107
Stojko Vranković,C,33,Stojko Vranković,53,35,766,5.4,9.6,.561,0.0,0.0,,5.4,9.6,.561,1.7,2.6,.676,3.9,7.7,11.6,1.0,0.7,4.6,3.6,8.4,12.5,97
Antoine Walker,PF,20,Antoine Walker,82,68,2970,9.7,22.9,.425,0.9,2.7,.327,8.8,20.2,.438,3.9,6.2,.631,4.9,7.6,12.5,4.4,1.8,0.9,3.9,4.6,24.2,98
Samaki Walker,PF,20,Samaki Walker,43,12,602,7.4,16.7,.444,0.0,0.1,.000,7.4,16.7,.446,4.3,6.6,.649,4.2,9.0,13.2,1.5,1.3,2.0,3.5,6.4,19.2,95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Wallace,PF,22,Ben Wallace,34,0,197,4.2,12.1,.348,0.0,0.0,,4.2,12.1,.348,1.6,5.3,.300,6.6,8.7,15.3,0.5,2.1,2.9,4.7,7.1,10.0,72
John Wallace,SF,22,John Wallace,68,6,787,8.2,15.9,.517,0.1,0.3,.500,8.1,15.6,.517,5.3,7.4,.718,3.4,7.0,10.4,2.5,1.4,1.7,5.1,6.9,21.9,100
Rasheed Wallace,PF,22,Rasheed Wallace,62,56,1892,10.6,19.0,.558,0.3,0.9,.273,10.4,18.1,.573,4.7,7.4,.638,3.4,8.3,11.7,2.1,1.3,1.6,3.2,5.5,26.2,113
Rex Walters,SG,26,Rex Walters,59,16,1041,7.2,15.7,.455,2.8,7.2,.385,4.4,8.6,.514,2.4,3.0,.790,1.0,4.2,5.2,5.5,1.4,0.1,3.0,3.6,19.5,113
Charlie Ward,PG,26,Charlie Ward,79,21,1763,4.0,10.1,.395,1.4,4.6,.312,2.6,5.5,.464,2.9,3.8,.760,1.4,5.3,6.6,9.8,2.5,0.5,4.4,5.7,12.3,101
Jamie Watson,SF,24,Jamie Watson,23,6,340,4.9,11.4,.431,0.6,1.9,.333,4.3,9.5,.450,1.9,2.5,.750,2.8,4.6,7.4,5.2,3.5,0.6,3.8,5.4,12.3,95
Jamie Watson,SF,24,Jamie Watson,13,0,129,4.5,10.3,.440,0.4,1.2,.333,4.1,9.1,.455,4.1,5.0,.833,1.7,5.8,7.4,4.1,4.5,0.8,3.7,6.6,13.6,99
Jamie Watson,SF,24,Jamie Watson,10,6,211,5.1,12.0,.426,0.8,2.3,.333,4.3,9.7,.447,0.5,1.0,.500,3.6,3.8,7.4,5.9,2.8,0.5,3.8,4.6,11.5,92
Clarence Weatherspoon,SF,26,Clarence Weatherspoon,82,82,2949,6.8,13.9,.491,0.0,0.1,.167,6.8,13.8,.493,3.5,4.8,.738,3.7,7.9,11.6,2.4,1.3,1.5,2.3,3.2,17.1,111
Chris Webber,PF,23,Chris Webber,72,72,2806,11.2,21.6,.518,1.1,2.8,.397,10.1,18.8,.535,3.3,5.8,.565,4.4,9.4,13.8,6.1,2.3,2.5,4.3,4.8,26.8,108
Bill Wennington,C,33,Bill Wennington,61,19,783,8.0,16.1,.498,0.0,0.1,.000,8.0,16.0,.502,3.0,3.6,.830,3.1,5.7,8.8,2.8,0.7,0.7,2.1,9.0,19.1,113
Robert Werdann,C,26,Robert Werdann,6,0,31,5.0,11.7,.429,0.0,0.0,,5.0,11.7,.429,5.0,5.0,1.000,5.0,5.0,10.1,0.0,3.4,1.7,3.4,16.8,15.1,104
David Wesley,PG,26,David Wesley,74,73,2991,7.6,16.3,.468,1.7,4.8,.360,5.9,11.5,.513,3.8,4.8,.781,1.1,3.3,4.4,9.0,2.7,0.2,3.5,3.7,20.8,112
Doug West,SG,29,Doug West,68,66,1920,6.2,13.3,.467,0.4,1.2,.333,5.8,12.1,.481,1.8,2.6,.681,1.0,3.1,4.1,3.1,1.7,0.7,1.8,6.0,14.6,101
Mark West,C,36,Mark West,70,43,959,6.0,10.9,.556,0.0,0.0,,6.0,10.9,.556,1.6,3.4,.482,4.2,7.1,11.2,1.1,0.7,3.3,3.1,8.6,13.7,99
Ennis Whatley,PG,34,Ennis Whatley,3,0,22,4.8,9.6,.500,0.0,0.0,,4.8,9.6,.500,0.0,0.0,,0.0,7.2,7.2,7.2,0.0,0.0,2.4,12.0,9.6,103
Donald Whiteside,PG,27,Donald Whiteside,27,1,259,3.7,11.3,.327,2.5,7.4,.333,1.2,3.9,.316,2.3,3.1,.733,0.4,2.0,2.5,7.4,2.3,0.0,3.5,4.7,12.1,98
Chris Whitney,PG,25,Chris Whitney,82,1,1117,6.5,15.4,.421,2.7,7.6,.356,3.8,7.8,.485,4.4,5.3,.832,0.6,4.2,4.8,8.5,2.3,0.2,3.2,4.7,20.0,114
Dominique Wilkins,SF,37,Dominique Wilkins,63,26,1945,11.2,26.9,.417,2.0,6.8,.293,9.2,20.2,.458,7.9,9.9,.803,4.8,6.6,11.4,3.4,1.1,0.9,3.8,2.8,32.4,107
Gerald Wilkins,SG,33,Gerald Wilkins,80,26,2202,8.0,18.7,.426,1.6,5.0,.325,6.3,13.7,.462,3.4,4.7,.716,1.5,2.8,4.3,4.3,1.3,0.3,3.0,3.6,20.9,101
Aaron Williams,PF-C,25,Aaron Williams,33,1,563,8.2,14.3,.574,0.0,0.1,.000,8.2,14.2,.578,3.2,4.7,.673,6.0,7.8,13.8,1.4,1.5,2.8,3.1,6.9,19.6,111
Aaron Williams,C,25,Aaron Williams,1,0,10,15.6,26.0,.600,0.0,0.0,,15.6,26.0,.600,0.0,0.0,,10.4,15.6,26.0,0.0,0.0,15.6,20.8,0.0,31.2,64
Aaron Williams,PF,25,Aaron Williams,32,1,553,8.0,14.0,.573,0.0,0.1,.000,8.0,13.9,.577,3.2,4.8,.673,5.9,7.7,13.5,1.5,1.6,2.6,2.7,7.1,19.3,113
Buck Williams,PF,36,Buck Williams,74,4,1496,6.2,11.6,.537,0.0,0.0,.000,6.2,11.5,.538,4.1,6.3,.642,5.9,8.2,14.1,1.9,1.4,1.3,2.8,7.2,16.5,113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Williams,SG,24,Eric Williams,72,67,2435,7.7,16.9,.456,0.0,0.2,.250,7.7,16.7,.458,6.8,9.0,.752,2.6,4.2,6.8,2.7,1.5,0.3,2.9,4.4,22.2,107
Herb Williams,PF,38,Herb Williams,21,2,184,5.2,13.3,.391,0.0,0.3,.000,5.2,13.0,.400,0.9,1.2,.750,2.6,6.3,8.9,1.4,1.2,1.4,1.4,5.2,11.2,91
Hot Rod Williams,C,34,Hot Rod Williams,68,66,2137,4.9,10.0,.490,0.0,0.0,.000,4.9,10.0,.493,3.2,4.8,.672,4.3,9.3,13.5,2.4,1.6,2.1,1.6,4.2,13.0,115
Jayson Williams,PF,28,Jayson Williams,41,40,1432,8.0,19.6,.409,0.0,0.1,.000,8.0,19.5,.412,3.9,6.6,.590,8.8,11.3,20.1,1.9,0.9,1.3,3.0,5.7,20.0,100
Jerome Williams,PF,23,Jerome Williams,33,0,177,6.4,16.4,.392,0.0,0.0,,6.4,16.4,.392,2.9,5.5,.529,7.1,9.0,16.0,2.2,4.2,0.3,4.2,5.8,15.7,90
Lorenzo Williams,C,27,Lorenzo Williams,19,0,264,3.9,6.1,.645,0.0,0.0,,3.9,6.1,.645,1.0,1.4,.714,5.5,8.1,13.6,0.8,1.2,1.6,3.5,9.6,8.9,102
Monty Williams,SF,25,Monty Williams,65,26,1345,9.6,18.8,.509,0.0,0.0,.000,9.6,18.8,.510,4.9,7.6,.645,4.0,4.4,8.4,3.7,2.2,2.1,4.7,6.6,24.0,101
Reggie Williams,SF,32,Reggie Williams,13,0,200,7.6,19.9,.382,2.4,8.9,.265,5.2,11.0,.476,2.4,3.1,.750,1.3,6.8,8.1,2.6,2.1,1.0,3.1,8.6,19.9,95
Reggie Williams,SF,32,Reggie Williams,2,0,33,3.3,14.7,.222,0.0,1.6,.000,3.3,13.1,.250,1.6,3.3,.500,1.6,9.8,11.4,3.3,0.0,0.0,3.3,8.2,8.2,60
Reggie Williams,SF,32,Reggie Williams,11,0,167,8.4,20.8,.403,2.8,10.3,.273,5.6,10.6,.529,2.5,3.1,.800,1.2,6.2,7.5,2.5,2.5,1.2,3.1,8.7,22.1,100
Scott Williams,C,28,Scott Williams,62,52,1317,6.2,12.2,.509,0.0,0.1,.000,6.2,12.1,.513,1.5,2.1,.691,5.9,9.3,15.2,1.6,1.7,1.6,1.9,7.9,13.8,113
Walt Williams,SF,26,Walt Williams,73,73,2647,8.4,19.7,.427,3.5,8.7,.400,4.9,10.9,.448,3.7,4.9,.765,2.1,5.3,7.3,3.9,1.9,1.2,3.5,5.6,24.0,108
Corliss Williamson,SF,23,Corliss Williamson,79,31,1992,9.8,19.7,.498,0.0,0.1,.000,9.8,19.6,.500,4.6,6.6,.689,3.7,4.9,8.6,3.3,1.6,1.3,4.2,7.0,24.2,103
Kevin Willis,PF,34,Kevin Willis,75,32,1964,9.3,19.4,.481,0.1,0.4,.143,9.3,19.0,.487,3.7,5.4,.693,3.9,11.1,15.0,1.9,1.1,0.9,3.2,5.8,22.5,101
David Wingate,SG,33,David Wingate,65,2,929,5.1,12.2,.416,1.4,4.1,.352,3.7,8.2,.448,1.9,2.3,.825,1.3,2.9,4.2,4.6,2.5,0.3,2.1,6.2,13.5,106
Dontonio Wingfield,SF,22,Dontonio Wingfield,47,0,569,7.3,17.9,.409,2.4,7.1,.338,4.9,10.8,.457,2.5,3.7,.675,5.8,6.9,12.7,4.2,1.3,0.6,4.5,9.4,19.6,101
Joe Wolf,C,32,Joe Wolf,56,7,525,4.1,9.1,.449,0.1,0.7,.143,4.0,8.4,.476,1.4,1.9,.737,3.3,8.2,11.4,2.0,1.4,1.1,1.4,10.7,9.7,107
David Wood,PF,32,David Wood,46,0,240,4.5,8.5,.526,1.1,3.4,.333,3.4,5.1,.652,2.7,4.0,.667,1.1,4.9,6.0,2.9,1.6,1.3,1.3,8.0,12.7,123
Haywoode Workman,PG,31,Haywoode Workman,4,2,81,7.3,13.3,.550,0.0,2.0,.000,7.3,11.3,.647,0.0,0.7,.000,2.7,2.0,4.7,7.3,2.0,0.0,3.3,6.7,14.6,106
Lorenzen Wright,C,21,Lorenzen Wright,77,51,1936,6.4,13.3,.481,0.0,0.1,.250,6.4,13.2,.483,2.4,4.1,.587,5.6,7.2,12.8,1.3,1.3,1.6,2.1,5.7,15.2,106
Sharone Wright,C,24,Sharone Wright,60,28,1009,8.5,21.2,.400,0.0,0.1,.000,8.5,21.1,.400,3.6,7.0,.511,4.1,5.6,9.8,1.5,0.8,2.6,4.9,7.7,20.5,82
George Zídek,C,23,George Zídek,52,2,376,7.0,16.8,.415,0.0,0.3,.000,7.0,16.6,.422,6.4,8.1,.789,5.0,7.3,12.3,2.0,0.7,0.4,3.9,8.7,20.4,100
George Zídek,C,23,George Zídek,36,2,288,6.2,16.0,.388,0.0,0.4,.000,6.2,15.6,.398,4.7,6.0,.781,4.7,7.2,11.9,1.7,0.8,0.6,4.3,8.3,17.1,90
George Zídek,C,23,George Zídek,16,0,88,9.4,19.5,.485,0.0,0.0,,9.4,19.5,.485,11.8,14.8,.800,5.9,7.7,13.6,3.0,0.6,0.0,2.4,10.0,30.7,125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Đorđević,SG,29,Aleksandar Đorđević,8,0,61,6.9,13.8,.500,4.3,6.1,.714,2.6,7.8,.333,3.5,4.3,.800,0.9,3.5,4.3,4.3,0.0,0.0,4.3,2.6,21.6,116
