Player,Team,Season,Season Type,Games,AbvBrk3_Usage,MR_Usage,Paint_Usage,RA_Usage,RC3_Usage,LC3_Usage,BC_Usage,AbvBrk3%,MR%,Paint%,RA%,RC3%,LC3%,BC3%
Kim English,Pistons,2012-2013,REG,41,25.89,22.32,3.57,29.46,7.14,11.61,0.00,0.276,0.360,0.250,0.545,0.375,0.231,0.000
Mike Scott,Hawks,2012-2013,REG,40,0.68,30.61,13.61,55.10,0.00,0.00,0.00,0.000,0.333,0.300,0.605,0.000,0.000,0.000
Doron Lamb,"Bucks, Magic",2012-2013,REG,47,10.43,35.58,17.18,24.54,6.13,5.52,0.61,0.294,0.276,0.429,0.450,0.600,0.333,0.000
Tyshawn Taylor,Nets,2012-2013,REG,38,12.64,17.24,28.74,39.08,2.30,0.00,0.00,0.455,0.533,0.240,0.353,0.500,0.000,0.000
Will Barton,Trail Blazers,2012-2013,REG,73,10.68,21.36,13.92,43.69,5.18,3.88,1.29,0.000,0.409,0.326,0.504,0.375,0.250,0.000
Khris Middleton,Pistons,2012-2013,REG,27,8.51,31.21,12.77,24.11,10.64,11.35,1.42,0.167,0.409,0.389,0.676,0.400,0.375,0.000
Quincy Miller,Nuggets,2012-2013,REG,7,8.33,25.00,0.00,66.67,0.00,0.00,0.00,0.000,0.000,0.000,0.500,0.000,0.000,0.000
Quincy Acy,Raptors,2012-2013,REG,29,1.33,30.67,6.67,60.00,1.33,0.00,0.00,0.000,0.391,0.600,0.644,1.000,0.000,0.000
Orlando Johnson,Pacers,2012-2013,REG,51,35.56,17.78,6.67,23.33,11.67,4.44,0.56,0.422,0.250,0.333,0.571,0.333,0.250,0.000
Draymond Green,Warriors,2012-2013,REG,79,16.73,30.74,12.84,30.35,3.89,4.28,1.17,0.163,0.278,0.182,0.538,0.200,0.455,0.000
Jae Crowder,Mavericks,2012-2013,REG,78,39.51,22.62,3.81,20.98,5.99,6.27,0.82,0.283,0.325,0.143,0.623,0.636,0.391,0.000
Bernard James,Mavericks,2012-2013,REG,46,0.00,3.88,18.45,75.73,0.00,0.97,0.97,0.000,0.000,0.316,0.603,0.000,0.000,0.000
Jeff Taylor,Bobcats,2012-2013,REG,77,22.81,18.80,5.51,37.09,5.76,10.03,0.00,0.297,0.347,0.136,0.608,0.391,0.425,0.000
Festus Ezeli,Warriors,2012-2013,REG,78,0.00,14.79,25.44,59.76,0.00,0.00,0.00,0.000,0.160,0.302,0.564,0.000,0.000,0.000
Marquis Teague,Bulls,2012-2013,REG,48,18.58,24.78,11.50,43.36,0.88,0.88,0.00,0.143,0.357,0.385,0.490,0.000,1.000,0.000
Perry Jones,Thunder,2012-2013,REG,38,2.02,49.49,17.17,31.31,0.00,0.00,0.00,0.000,0.265,0.294,0.677,0.000,0.000,0.000
Arnett Moultrie,Sixers,2012-2013,REG,47,0.00,26.87,13.43,59.70,0.00,0.00,0.00,0.000,0.472,0.444,0.663,0.000,0.000,0.000
Miles Plumlee,Pacers,2012-2013,REG,14,0.00,38.10,28.57,33.33,0.00,0.00,0.00,0.000,0.000,0.333,0.429,0.000,0.000,0.000
Tony Wroten,Grizzlies,2012-2013,REG,35,15.12,9.30,6.98,65.12,0.00,3.49,0.00,0.231,0.375,0.000,0.464,0.000,0.333,0.000
Jared Cunningham,Mavericks,2012-2013,REG,8,0.00,28.57,14.29,35.71,7.14,14.29,0.00,0.000,0.250,0.000,0.600,1.000,0.500,0.000
John Jenkins,Hawks,2012-2013,REG,61,32.65,26.53,8.16,18.37,8.50,5.78,0.00,0.396,0.449,0.375,0.630,0.440,0.235,0.000
Fab Melo,Celtics,2012-2013,REG,6,0.00,0.00,16.67,83.33,0.00,0.00,0.00,0.000,0.000,0.000,0.600,0.000,0.000,0.000
Jared Sullinger,Celtics,2012-2013,REG,45,0.89,26.22,18.22,53.33,0.00,0.89,0.44,0.500,0.373,0.366,0.608,0.000,0.000,0.000
Evan Fournier,Nuggets,2012-2013,REG,38,26.97,8.55,9.21,46.71,4.61,3.95,0.00,0.366,0.308,0.214,0.648,0.714,0.333,0.000
Andrew Nicholson,Magic,2012-2013,REG,75,0.00,45.06,27.16,27.78,0.00,0.00,0.00,0.000,0.438,0.515,0.681,0.000,0.000,0.000
Terrence Jones,Rockets,2012-2013,REG,19,13.83,11.70,21.28,46.81,4.26,2.13,0.00,0.308,0.091,0.350,0.682,0.250,0.000,0.000
Tyler Zeller,Cavaliers,2012-2013,REG,77,0.72,47.94,13.24,38.10,0.00,0.00,0.00,0.000,0.366,0.351,0.568,0.000,0.000,0.000
Maurice Harkless,Magic,2012-2013,REG,76,6.21,10.64,10.28,58.33,7.98,6.21,0.35,0.257,0.183,0.310,0.605,0.244,0.343,0.000
John Henson,Bucks,2012-2013,REG,63,0.30,20.83,22.62,55.65,0.00,0.30,0.30,0.000,0.229,0.355,0.636,0.000,0.000,0.000
Kendall Marshall,Suns,2012-2013,REG,48,43.71,23.18,7.28,21.19,1.32,3.31,0.00,0.318,0.343,0.273,0.563,0.000,0.400,0.000
Jeremy Lamb,Thunder,2012-2013,REG,23,38.24,23.53,16.18,16.18,0.00,5.88,0.00,0.308,0.375,0.455,0.364,0.000,0.250,0.000
Meyers Leonard,Trail Blazers,2012-2013,REG,69,1.44,33.94,12.64,50.90,0.72,0.00,0.36,0.500,0.394,0.400,0.688,0.500,0.000,0.000
Austin Rivers,Hornets,2012-2013,REG,61,15.13,16.67,24.10,37.18,1.54,5.13,0.26,0.305,0.323,0.330,0.448,0.333,0.400,0.000
Harrison Barnes,Warriors,2012-2013,REG,81,16.24,21.02,18.15,37.74,3.50,3.34,0.00,0.324,0.288,0.325,0.629,0.455,0.429,0.000
Andre Drummond,Pistons,2012-2013,REG,60,0.29,4.68,9.65,85.09,0.00,0.00,0.29,1.000,0.125,0.242,0.677,0.000,0.000,0.000
Terrence Ross,Raptors,2012-2013,REG,73,29.82,30.04,8.55,18.42,8.55,4.17,0.44,0.368,0.321,0.462,0.702,0.179,0.421,0.000
Damian Lillard,Trail Blazers,2012-2013,REG,82,36.88,26.55,6.75,27.64,1.09,0.85,0.23,0.371,0.433,0.379,0.525,0.286,0.455,0.000
Thomas Robinson,"Kings, Rockets",2012-2013,REG,70,0.00,18.69,17.45,63.55,0.31,0.00,0.00,0.000,0.300,0.286,0.510,0.000,0.000,0.000
Dion Waiters,Cavaliers,2012-2013,REG,61,20.12,29.69,9.45,35.95,1.10,3.68,0.00,0.329,0.401,0.351,0.509,0.222,0.233,0.000
Bradley Beal,Wizards,2012-2013,REG,56,20.96,38.57,7.28,19.80,6.26,7.13,0.00,0.313,0.366,0.320,0.574,0.419,0.571,0.000
Michael Kidd-Gilchrist,Bobcats,2012-2013,REG,78,0.98,32.46,10.93,55.14,0.00,0.49,0.00,0.167,0.296,0.239,0.604,0.000,0.333,0.000
Anthony Davis,Hornets,2012-2013,REG,64,0.74,32.25,15.53,51.33,0.00,0.00,0.15,0.000,0.294,0.457,0.683,0.000,0.000,0.000
Josh Akognon,Mavericks,2012-2013,REG,3,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.500,0.500,0.000,0.000,0.000,0.000,0.000
Gustavo Ayon,"Magic, Bucks",2012-2013,REG,54,0.00,22.16,10.78,67.07,0.00,0.00,0.00,0.000,0.297,0.500,0.643,0.000,0.000,0.000
Greg Smith,Rockets,2012-2013,REG,70,0.00,2.55,16.06,81.02,0.00,0.00,0.36,0.000,0.286,0.295,0.698,0.000,0.000,0.000
Malcolm Thomas,"Warriors, Bulls",2012-2013,REG,12,0.00,0.00,20.00,80.00,0.00,0.00,0.00,0.000,0.000,0.500,0.500,0.000,0.000,0.000
Jeremy Pargo,"Cavaliers, Sixers",2012-2013,REG,39,23.20,23.20,10.00,37.20,2.40,4.00,0.00,0.310,0.397,0.520,0.409,0.667,0.300,0.000
Julyan Stone,Nuggets,2012-2013,REG,4,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Cory Higgins,Bobcats,2012-2013,REG,6,15.79,47.37,15.79,10.53,0.00,5.26,5.26,0.333,0.444,0.000,0.500,0.000,0.000,0.000
Isaiah Thomas,Kings,2012-2013,REG,79,29.33,14.18,18.63,28.61,4.69,4.33,0.24,0.361,0.356,0.368,0.639,0.385,0.333,0.000
E'Twaun Moore,Magic,2012-2013,REG,75,23.08,31.61,19.73,15.72,3.68,6.19,0.00,0.333,0.307,0.508,0.553,0.227,0.432,0.000
DeAndre Liggins,Thunder,2012-2013,REG,39,29.79,6.38,12.77,40.43,2.13,8.51,0.00,0.357,0.333,0.500,0.526,1.000,0.250,0.000
Lavoy Allen,Sixers,2012-2013,REG,79,0.00,48.46,18.50,32.82,0.22,0.00,0.00,0.000,0.359,0.429,0.611,0.000,0.000,0.000
Josh Selby,Grizzlies,2012-2013,REG,10,18.18,40.91,18.18,13.64,4.55,4.55,0.00,0.250,0.444,0.250,0.000,0.000,0.000,0.000
Andrew Goudelock,Lakers,2012-2013,REG,1,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Josh Harrellson,Heat,2012-2013,REG,6,44.44,0.00,11.11,33.33,0.00,11.11,0.00,0.250,0.000,0.000,1.000,0.000,0.000,0.000
Charles Jenkins,"Warriors, Sixers",2012-2013,REG,59,0.83,66.94,14.88,16.53,0.00,0.83,0.00,0.000,0.420,0.056,0.650,0.000,1.000,0.000
Malcolm Lee,Timberwolves,2012-2013,REG,16,14.47,15.79,11.84,40.79,6.58,9.21,1.32,0.273,0.417,0.333,0.419,0.200,0.571,0.000
Darius Morris,Lakers,2012-2013,REG,48,18.62,13.30,8.51,43.09,7.45,8.51,0.53,0.400,0.280,0.250,0.469,0.286,0.375,0.000
Jon Leuer,"Cavaliers, Grizzlies",2012-2013,REG,28,5.77,53.85,11.54,28.85,0.00,0.00,0.00,0.000,0.429,0.500,0.667,0.000,0.000,0.000
Jeremy Tyler,"Warriors, Hawks",2012-2013,REG,21,0.00,37.50,16.67,45.83,0.00,0.00,0.00,0.000,0.333,0.750,0.273,0.000,0.000,0.000
Chandler Parsons,Rockets,2012-2013,REG,76,28.97,11.40,7.35,39.19,6.71,6.39,0.00,0.335,0.364,0.377,0.649,0.492,0.500,0.000
Tyler Honeycutt,Kings,2012-2013,REG,9,18.18,36.36,0.00,45.45,0.00,0.00,0.00,0.000,0.000,0.000,0.600,0.000,0.000,0.000
Shelvin Mack,"Hawks, Wizards, Sixers",2012-2013,REG,31,31.75,33.33,11.11,16.67,3.97,3.17,0.00,0.350,0.571,0.286,0.571,0.200,0.750,0.000
Kyle Singler,Pistons,2012-2013,REG,82,15.42,22.12,11.68,35.05,7.48,7.79,0.47,0.343,0.380,0.240,0.591,0.292,0.440,0.000
Jimmy Butler,Bulls,2012-2013,REG,82,7.62,30.86,4.49,44.14,5.08,7.23,0.59,0.436,0.329,0.130,0.637,0.346,0.378,0.000
Cory Joseph,Spurs,2012-2013,REG,28,7.27,28.18,12.73,40.00,3.64,7.27,0.91,0.250,0.323,0.571,0.614,0.500,0.250,0.000
Norris Cole,Heat,2012-2013,REG,80,11.32,29.72,8.73,38.68,5.66,5.66,0.24,0.417,0.389,0.270,0.518,0.333,0.292,0.000
Jordan Hamilton,Nuggets,2012-2013,REG,40,27.86,14.43,19.90,29.35,3.98,3.98,0.50,0.411,0.241,0.300,0.644,0.250,0.250,0.000
MarShon Brooks,Nets,2012-2013,REG,73,12.24,22.39,24.48,36.72,1.49,2.69,0.00,0.341,0.320,0.476,0.626,0.200,0.000,0.000
Reggie Jackson,Thunder,2012-2013,REG,70,24.92,20.00,15.08,32.92,3.38,1.85,1.85,0.210,0.354,0.531,0.710,0.545,0.167,0.000
Kenneth Faried,Nuggets,2012-2013,REG,80,0.00,10.30,19.59,70.10,0.00,0.00,0.00,0.000,0.282,0.415,0.629,0.000,0.000,0.000
Nolan Smith,Trail Blazers,2012-2013,REG,40,15.79,31.58,18.42,25.44,4.39,4.39,0.00,0.111,0.278,0.429,0.586,0.600,0.200,0.000
Donatas Motiejunas,Rockets,2012-2013,REG,44,16.90,7.98,21.13,31.92,7.04,15.02,0.00,0.250,0.294,0.511,0.662,0.333,0.313,0.000
Tobias Harris,"Bucks, Magic",2012-2013,REG,55,14.26,21.48,20.90,36.52,3.32,3.52,0.00,0.329,0.436,0.364,0.599,0.118,0.444,0.000
Chris Singleton,Wizards,2012-2013,REG,57,10.37,47.72,10.37,26.97,3.73,0.83,0.00,0.160,0.374,0.280,0.538,0.333,0.000,0.000
Iman Shumpert,Knicks,2012-2013,REG,45,26.18,18.18,6.55,29.09,7.64,11.64,0.73,0.389,0.380,0.222,0.438,0.429,0.438,0.000
Nikola Vucevic,Magic,2012-2013,REG,77,0.22,35.43,17.10,47.13,0.11,0.00,0.00,0.000,0.419,0.467,0.616,0.000,0.000,0.000
Kawhi Leonard,Spurs,2012-2013,REG,58,10.08,22.05,11.03,33.84,9.32,13.69,0.00,0.245,0.483,0.379,0.657,0.490,0.389,0.000
Marcus Morris,"Rockets, Suns",2012-2013,REG,77,22.24,18.06,10.08,27.57,8.56,12.74,0.76,0.402,0.242,0.358,0.648,0.311,0.373,0.000
Markieff Morris,Suns,2012-2013,REG,82,15.01,36.14,12.71,30.63,2.76,2.45,0.31,0.357,0.364,0.265,0.565,0.278,0.313,0.000
Alec Burks,Jazz,2012-2013,REG,64,19.59,30.93,12.11,33.25,1.55,2.58,0.00,0.355,0.367,0.277,0.566,0.500,0.300,0.000
Klay Thompson,Warriors,2012-2013,REG,82,30.12,33.03,7.63,15.68,7.14,6.14,0.25,0.383,0.415,0.217,0.593,0.500,0.392,0.000
Jimmer Fredette,Kings,2012-2013,REG,69,31.30,22.74,22.00,17.11,4.89,1.96,0.00,0.398,0.376,0.400,0.514,0.400,0.750,0.000
Kemba Walker,Bobcats,2012-2013,REG,82,24.12,27.57,13.42,32.32,1.05,0.96,0.56,0.330,0.434,0.341,0.530,0.308,0.333,0.000
Brandon Knight,Pistons,2012-2013,REG,75,30.18,18.91,11.85,32.00,2.85,4.21,0.00,0.366,0.343,0.337,0.516,0.440,0.324,0.000
Bismack Biyombo,Bobcats,2012-2013,REG,80,0.00,9.83,26.59,63.58,0.00,0.00,0.00,0.000,0.265,0.272,0.555,0.000,0.000,0.000
Jan Vesely,Wizards,2012-2013,REG,50,0.88,21.05,14.04,64.04,0.00,0.00,0.00,0.000,0.250,0.250,0.644,0.000,0.000,0.000
Jonas Valanciunas,Raptors,2012-2013,REG,62,0.00,19.95,25.96,54.10,0.00,0.00,0.00,0.000,0.411,0.453,0.662,0.000,0.000,0.000
Tristan Thompson,Cavaliers,2012-2013,REG,82,0.13,14.02,36.05,49.56,0.00,0.00,0.25,0.000,0.375,0.399,0.588,0.000,0.000,0.000
Enes Kanter,Jazz,2012-2013,REG,70,0.26,24.27,20.58,54.88,0.00,0.00,0.00,1.000,0.391,0.513,0.620,0.000,0.000,0.000
Derrick Williams,Timberwolves,2012-2013,REG,78,18.96,28.12,7.00,39.95,2.54,3.31,0.13,0.329,0.362,0.164,0.586,0.400,0.308,0.000
Kyrie Irving,Cavaliers,2012-2013,REG,59,24.39,34.02,14.02,25.89,0.65,0.84,0.19,0.395,0.442,0.400,0.556,0.429,0.333,0.000
Luke Zeller,Suns,2012-2013,REG,16,15.38,76.92,3.85,0.00,0.00,3.85,0.00,0.250,0.350,1.000,0.000,0.000,0.000,0.000
Lance Thomas,Hornets,2012-2013,REG,59,0.00,27.36,17.92,54.72,0.00,0.00,0.00,0.000,0.448,0.211,0.621,0.000,0.000,0.000
Justin Dentmon,Mavericks,2012-2013,REG,2,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Chris Johnson,Timberwolves,2012-2013,REG,30,0.00,34.67,9.33,56.00,0.00,0.00,0.00,0.000,0.423,0.286,0.833,0.000,0.000,0.000
Jeff Adrien,Bobcats,2012-2013,REG,52,0.60,36.90,20.24,41.67,0.00,0.00,0.60,0.000,0.355,0.471,0.486,0.000,0.000,0.000
Ish Smith,"Magic, Bucks",2012-2013,REG,52,14.47,27.67,22.01,33.33,1.26,1.26,0.00,0.304,0.295,0.286,0.472,0.500,0.000,0.000
Samardo Samuels,Cavaliers,2012-2013,REG,18,1.67,56.67,8.33,33.33,0.00,0.00,0.00,0.000,0.206,0.400,0.650,0.000,0.000,0.000
Jeremy Lin,Rockets,2012-2013,REG,82,23.08,19.29,12.37,39.69,3.01,2.56,0.00,0.338,0.399,0.297,0.581,0.259,0.435,0.000
Gary Neal,Spurs,2012-2013,REG,68,34.51,37.86,13.74,6.37,4.19,3.35,0.00,0.335,0.425,0.512,0.500,0.360,0.550,0.000
Timofey Mozgov,Nuggets,2012-2013,REG,40,1.15,26.44,14.94,56.32,0.00,1.15,0.00,0.000,0.348,0.308,0.653,0.000,0.000,0.000
Donald Sloan,"Cavaliers, Hornets",2012-2013,REG,23,16.67,25.64,24.36,25.64,5.13,2.56,0.00,0.308,0.300,0.368,0.350,0.500,0.500,0.000
Jeremy Evans,Jazz,2012-2013,REG,37,2.27,25.00,9.09,63.64,0.00,0.00,0.00,0.000,0.545,0.500,0.679,0.000,0.000,0.000
Devin Ebanks,Lakers,2012-2013,REG,19,16.44,31.51,9.59,28.77,5.48,5.48,2.74,0.333,0.348,0.000,0.476,0.250,0.250,0.000
Jarvis Varnado,"Celtics, Heat",2012-2013,REG,13,0.00,0.00,28.57,71.43,0.00,0.00,0.00,0.000,0.000,0.500,0.400,0.000,0.000,0.000
Lance Stephenson,Pacers,2012-2013,REG,78,20.90,20.23,7.19,41.14,8.36,1.67,0.50,0.320,0.281,0.279,0.679,0.360,0.400,0.000
Landry Fields,Raptors,2012-2013,REG,51,3.59,19.28,24.66,49.78,1.35,1.35,0.00,0.125,0.395,0.327,0.586,0.000,0.333,0.000
Dexter Pittman,"Heat, Grizzlies",2012-2013,REG,11,0.00,0.00,54.55,45.45,0.00,0.00,0.00,0.000,0.000,0.333,0.400,0.000,0.000,0.000
Lazar Hayward,Timberwolves,2012-2013,REG,4,40.00,20.00,10.00,30.00,0.00,0.00,0.00,0.000,0.000,0.000,0.667,0.000,0.000,0.000
Daniel Orton,Thunder,2012-2013,REG,13,0.00,11.54,23.08,65.38,0.00,0.00,0.00,0.000,0.000,0.167,0.647,0.000,0.000,0.000
Greivis Vasquez,Hornets,2012-2013,REG,78,20.85,18.77,30.14,27.08,1.19,1.48,0.49,0.318,0.432,0.410,0.540,0.583,0.600,0.000
Jordan Crawford,"Wizards, Celtics",2012-2013,REG,70,26.90,31.17,16.14,18.76,2.76,3.86,0.41,0.323,0.434,0.444,0.500,0.600,0.286,0.000
Quincy Pondexter,Grizzlies,2012-2013,REG,59,20.07,10.37,8.70,30.10,18.06,12.04,0.67,0.317,0.323,0.346,0.544,0.481,0.417,0.000
Dominique Jones,Mavericks,2012-2013,REG,29,3.67,8.26,25.69,57.80,0.92,2.75,0.92,0.250,0.222,0.286,0.460,0.000,0.000,0.000
Damion James,Nets,2012-2013,REG,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Trevor Booker,Wizards,2012-2013,REG,48,1.82,22.27,23.18,52.27,0.00,0.00,0.45,0.000,0.367,0.314,0.643,0.000,0.000,0.000
James Anderson,"Spurs, Rockets",2012-2013,REG,39,29.37,11.11,10.32,30.95,13.49,3.97,0.79,0.297,0.500,0.385,0.487,0.412,0.600,0.000
Avery Bradley,Celtics,2012-2013,REG,50,3.97,35.98,6.69,30.75,12.13,10.46,0.00,0.158,0.430,0.188,0.483,0.328,0.380,0.000
Eric Bledsoe,Clippers,2012-2013,REG,76,9.68,25.70,14.08,46.48,1.94,1.58,0.53,0.382,0.295,0.375,0.564,0.455,0.556,0.000
Kevin Seraphin,Wizards,2012-2013,REG,79,0.00,39.94,39.39,20.67,0.00,0.00,0.00,0.000,0.388,0.468,0.588,0.000,0.000,0.000
Luke Babbitt,Trail Blazers,2012-2013,REG,62,54.70,15.38,3.85,4.70,7.26,14.10,0.00,0.320,0.389,0.111,0.818,0.471,0.394,0.000
Larry Sanders,Bucks,2012-2013,REG,71,0.33,18.35,15.54,65.79,0.00,0.00,0.00,0.000,0.315,0.266,0.618,0.000,0.000,0.000
Patrick Patterson,"Rockets, Kings",2012-2013,REG,71,4.49,36.92,16.37,25.52,10.59,6.10,0.00,0.286,0.483,0.451,0.698,0.424,0.395,0.000
Ed Davis,"Raptors, Grizzlies",2012-2013,REG,81,0.00,23.03,26.97,50.00,0.00,0.00,0.00,0.000,0.396,0.423,0.668,0.000,0.000,0.000
Xavier Henry,Hornets,2012-2013,REG,50,1.24,39.75,9.32,44.10,1.86,3.11,0.62,0.000,0.359,0.200,0.507,0.667,0.400,0.000
Cole Aldrich,"Rockets, Kings",2012-2013,REG,45,0.00,5.00,30.00,65.00,0.00,0.00,0.00,0.000,0.250,0.375,0.654,0.000,0.000,0.000
Paul George,Pacers,2012-2013,REG,79,29.17,24.57,9.18,26.36,4.85,5.53,0.34,0.347,0.363,0.315,0.594,0.404,0.431,0.000
Gordon Hayward,Jazz,2012-2013,REG,72,24.19,29.88,9.83,28.46,4.27,3.23,0.13,0.417,0.364,0.382,0.550,0.455,0.360,0.000
Al-Farouq Aminu,Hornets,2012-2013,REG,76,2.32,22.57,18.35,55.06,0.63,1.05,0.00,0.091,0.271,0.379,0.609,0.333,0.400,0.000
Greg Monroe,Pistons,2012-2013,REG,81,0.19,18.81,18.43,62.38,0.09,0.00,0.09,0.000,0.307,0.328,0.589,0.000,0.000,0.000
Ekpe Udoh,Bucks,2012-2013,REG,76,0.37,23.05,29.00,47.58,0.00,0.00,0.00,0.000,0.371,0.308,0.547,0.000,0.000,0.000
DeMarcus Cousins,Kings,2012-2013,REG,75,1.64,31.85,20.46,45.56,0.00,0.29,0.19,0.235,0.324,0.377,0.617,0.000,0.000,0.000
Wesley Johnson,Suns,2012-2013,REG,50,26.26,41.41,7.58,11.87,5.81,7.07,0.00,0.317,0.415,0.400,0.660,0.348,0.321,0.000
Derrick Favors,Jazz,2012-2013,REG,77,0.35,20.60,23.06,55.46,0.18,0.00,0.35,0.000,0.308,0.244,0.654,0.000,0.000,0.000
Evan Turner,Sixers,2012-2013,REG,82,6.94,46.10,16.92,21.96,3.33,4.66,0.10,0.356,0.423,0.360,0.494,0.400,0.367,0.000
John Wall,Wizards,2012-2013,REG,49,4.08,45.71,14.56,33.61,0.82,0.82,0.41,0.200,0.378,0.449,0.555,0.500,0.500,0.000
Terrel Harris,"Heat, Hornets",2012-2013,REG,20,22.22,25.93,11.11,33.33,3.70,3.70,0.00,0.000,0.143,0.000,0.333,0.000,0.000,0.000
Reggie Williams,Bobcats,2012-2013,REG,40,43.18,17.42,6.06,21.97,5.30,6.06,0.00,0.298,0.391,0.250,0.828,0.429,0.250,0.000
Alonzo Gee,Cavaliers,2012-2013,REG,82,12.10,19.76,13.44,37.37,7.66,9.41,0.27,0.322,0.327,0.280,0.576,0.281,0.329,0.500
Wesley Matthews,Trail Blazers,2012-2013,REG,69,33.46,16.73,6.20,24.54,7.56,11.40,0.12,0.374,0.378,0.360,0.576,0.328,0.511,0.000
Garrett Temple,Wizards,2012-2013,REG,51,17.05,39.15,6.20,23.64,5.43,8.53,0.00,0.250,0.426,0.375,0.492,0.429,0.409,0.000
Patty Mills,Spurs,2012-2013,REG,58,30.71,21.58,2.90,21.58,13.28,9.96,0.00,0.365,0.481,0.429,0.635,0.406,0.500,0.000
Nando De Colo,Spurs,2012-2013,REG,72,23.65,26.56,8.30,31.12,6.22,4.15,0.00,0.439,0.313,0.500,0.587,0.133,0.400,0.000
A.J. Price,Wizards,2012-2013,REG,57,37.05,28.81,11.86,10.90,7.02,4.36,0.00,0.340,0.387,0.449,0.511,0.379,0.389,0.000
Danny Green,Spurs,2012-2013,REG,80,36.35,11.92,5.73,20.06,14.03,11.46,0.45,0.432,0.430,0.316,0.556,0.398,0.474,0.000
Chase Budinger,Timberwolves,2012-2013,REG,23,22.51,21.99,9.95,25.13,8.90,11.52,0.00,0.349,0.381,0.368,0.625,0.294,0.273,0.000
Marcus Thornton,Kings,2012-2013,REG,72,38.37,19.51,9.17,22.35,5.43,5.04,0.13,0.364,0.318,0.366,0.676,0.429,0.385,0.000
Patrick Beverley,Rockets,2012-2013,REG,41,34.92,10.58,17.46,21.16,7.41,7.94,0.53,0.364,0.300,0.394,0.600,0.357,0.467,0.000
Jodie Meeks,Lakers,2012-2013,REG,78,45.18,8.70,4.73,22.12,8.13,10.96,0.19,0.351,0.391,0.200,0.513,0.419,0.345,0.000
Jonas Jerebko,Pistons,2012-2013,REG,49,19.94,13.92,12.34,47.47,3.80,2.53,0.00,0.286,0.386,0.308,0.587,0.167,0.625,0.000
DeJuan Blair,Spurs,2012-2013,REG,61,0.37,18.45,28.78,52.40,0.00,0.00,0.00,0.000,0.320,0.500,0.613,0.000,0.000,0.000
Sam Young,Pacers,2012-2013,REG,56,17.57,25.00,10.14,29.73,9.46,7.43,0.68,0.308,0.378,0.333,0.523,0.357,0.273,0.000
DaJuan Summers,Clippers,2012-2013,REG,2,0.00,75.00,25.00,0.00,0.00,0.00,0.00,0.000,0.333,0.000,0.000,0.000,0.000,0.000
Dante Cunningham,Timberwolves,2012-2013,REG,80,0.75,64.53,9.69,24.89,0.00,0.00,0.15,0.000,0.400,0.400,0.689,0.000,0.000,0.000
Jeff Ayres,Pacers,2012-2013,REG,37,1.59,56.35,10.32,30.16,0.00,1.59,0.00,0.500,0.423,0.615,0.553,0.000,0.500,0.000
